1.000310000000000000e+05,5.000000000000000000e+00,5.000000000000000000e+00,1.350000000000000000e+02,1.140000000000000000e+02
1.000500000000000000e+05,8.000000000000000000e+00,3.000000000000000000e+00,2.070000000000000000e+02,8.400000000000000000e+01
1.000560000000000000e+05,5.000000000000000000e+00,4.000000000000000000e+00,1.410000000000000000e+02,9.900000000000000000e+01
1.001150000000000000e+05,5.000000000000000000e+00,4.000000000000000000e+00,1.230000000000000000e+02,1.260000000000000000e+02
1.004370000000000000e+05,8.000000000000000000e+00,7.000000000000000000e+00,1.920000000000000000e+02,1.860000000000000000e+02
1.004820000000000000e+05,4.000000000000000000e+00,1.100000000000000000e+01,1.320000000000000000e+02,2.760000000000000000e+02
1.005080000000000000e+05,5.000000000000000000e+00,4.000000000000000000e+00,9.900000000000000000e+01,9.600000000000000000e+01
1.006480000000000000e+05,7.000000000000000000e+00,6.000000000000000000e+00,2.070000000000000000e+02,1.380000000000000000e+02
1.008690000000000000e+05,9.000000000000000000e+00,4.000000000000000000e+00,1.980000000000000000e+02,8.400000000000000000e+01
1.011580000000000000e+05,5.000000000000000000e+00,4.000000000000000000e+00,1.200000000000000000e+02,9.600000000000000000e+01
1.012990000000000000e+05,6.000000000000000000e+00,6.000000000000000000e+00,1.740000000000000000e+02,1.140000000000000000e+02
1.015040000000000000e+05,4.000000000000000000e+00,8.000000000000000000e+00,8.100000000000000000e+01,1.800000000000000000e+02
1.015980000000000000e+05,7.000000000000000000e+00,3.000000000000000000e+00,1.290000000000000000e+02,6.300000000000000000e+01
1.021020000000000000e+05,9.000000000000000000e+00,5.000000000000000000e+00,2.040000000000000000e+02,1.080000000000000000e+02
1.021590000000000000e+05,4.000000000000000000e+00,4.000000000000000000e+00,1.140000000000000000e+02,7.800000000000000000e+01
1.021900000000000000e+05,6.000000000000000000e+00,2.000000000000000000e+00,1.230000000000000000e+02,4.800000000000000000e+01
1.023500000000000000e+05,1.100000000000000000e+01,4.000000000000000000e+00,2.460000000000000000e+02,9.000000000000000000e+01
1.024220000000000000e+05,5.000000000000000000e+00,6.000000000000000000e+00,9.600000000000000000e+01,1.500000000000000000e+02
1.024960000000000000e+05,4.000000000000000000e+00,8.000000000000000000e+00,6.900000000000000000e+01,1.950000000000000000e+02
1.025340000000000000e+05,6.000000000000000000e+00,8.000000000000000000e+00,1.620000000000000000e+02,2.010000000000000000e+02
